Variable1,Variable2,Correlation,P-Value,Significant
CERQ_Positive Reappraisal Norm,CERQ_Self-Blame,-0.3395094647025989,0.000815022462762247,False
CERQ_Positive Reappraisal Norm,CERQ_Acceptance,0.13164863091032408,0.20593732142408003,False
CERQ_Positive Reappraisal Norm,CERQ_Rumination,-0.3762246846281237,0.00018614631021032557,False
CERQ_Positive Reappraisal Norm,CERQ_Positive Refocusing,0.48640962198776994,6.680145646308006e-07,True
CERQ_Positive Reappraisal Norm,CERQ_Refocusing on Planning,0.6493084757270818,1.4545787676427886e-12,True
CERQ_Positive Reappraisal Norm,CERQ_Positive Reappraisal,1.0000000000000004,0.0,True
CERQ_Positive Reappraisal Norm,CERQ_Putting into Perspective,0.5138199755961236,1.1805350194732993e-07,True
CERQ_Positive Reappraisal Norm,CERQ_Catastrophizing,-0.508497470779107,1.6727525750999872e-07,True
CERQ_Positive Reappraisal Norm,CERQ_Other-Blame,-0.2807249158353313,0.0061317069593052175,False
CERQ_Putting into Perspective Norm,Age,-0.02124403497493903,0.8389508642418217,False
CERQ_Putting into Perspective Norm,Sex_f1_m2,-0.2263392317945029,0.028261973231837625,False
CERQ_Putting into Perspective Norm,Group_MDD1_HC2,0.49912547417177633,3.0462227552293266e-07,True
CERQ_Putting into Perspective Norm,Factor1,0.3127441991438518,0.0021479761931999493,False
CERQ_Putting into Perspective Norm,Factor2,0.2850860232215991,0.005351566709214326,False
CERQ_Putting into Perspective Norm,Factor3,-0.06664748190101157,0.523320215274673,False
CERQ_Putting into Perspective Norm,Factor4,-0.1428703617394556,0.16953350558593513,False
CERQ_Putting into Perspective Norm,Factor5,-0.3918482992122222,9.396340294124365e-05,False
CERQ_Putting into Perspective Norm,BVAQ_New,-0.3914077671718649,9.58375050427363e-05,False
CERQ_Putting into Perspective Norm,BDI-II Sum score,-0.36039023932969155,0.0003596492109259979,False
CERQ_Putting into Perspective Norm,STAI2,-0.45551269167706326,3.966190877109426e-06,True
CERQ_Putting into Perspective Norm,STAI1,-0.42529301247242235,1.9293577932131066e-05,True
CERQ_Putting into Perspective Norm,WMS Correct Norm,0.1474689368455161,0.15607341703412514,False
CERQ_Putting into Perspective Norm,WMS Correct,0.1503016767999278,0.14818866207922937,False
CERQ_Putting into Perspective Norm,DigitSpan_Forwards_Span,0.09907479206137086,0.34208507497434215,False
CERQ_Putting into Perspective Norm,DigitSpan_ForwardsTotal Score,0.12865444192096773,0.21653115996996777,False
CERQ_Putting into Perspective Norm,DigitSpan_Backwards_Span,0.07543232634662692,0.46993266736030687,False
CERQ_Putting into Perspective Norm,DigitSpan_Backwards_Total Score,0.09501936299652332,0.3623037652101626,False
CERQ_Putting into Perspective Norm,DERS_Total Score,-0.5282690762808063,4.4454819439039135e-08,True
CERQ_Putting into Perspective Norm,DERS_Total Score Norm,-0.5217776445286094,6.932965768173453e-08,True
CERQ_Putting into Perspective Norm,DERS_Non-Acceptance of Emotional Reactions Norm,-0.26453202838486334,0.009980952680000018,False
CERQ_Putting into Perspective Norm,DERS_Problems with Goal-Oriented Behavior Norm,-0.38181200693778067,0.00014634743542836138,False
CERQ_Putting into Perspective Norm,DERS_Impulse Control Problems Norm,-0.4201267818534395,2.4913861626965794e-05,False
CERQ_Putting into Perspective Norm,DERS_Lack of Emotional Awareness Norm,-0.3465149031062932,0.0006232713612715649,False
CERQ_Putting into Perspective Norm,DERS_Limited Access to Emotion Regulation Strategies Norm,-0.5173646725747374,9.329089367414325e-08,True
CERQ_Putting into Perspective Norm,DERS_Lack of Emotional Clarity Norm,-0.47010110212076367,1.7478943149063745e-06,True
CERQ_Putting into Perspective Norm,DERS_Non-Acceptance of Emotional Reactions,-0.2541510072171523,0.013441678288806299,False
CERQ_Putting into Perspective Norm,DERS_Problems with Goal-Oriented Behavior,-0.3823298179148825,0.00014308955045931856,False
CERQ_Putting into Perspective Norm,DERS_Impulse Control Problems,-0.43804496007476534,1.0080231654424862e-05,True
CERQ_Putting into Perspective Norm,DERS_Lack of Emotional Awareness,-0.3909024067772087,9.803012173723572e-05,False
CERQ_Putting into Perspective Norm,DERS_Limited Access to Emotion Regulation Strategies,-0.5188234816743807,8.461042302197775e-08,True
CERQ_Putting into Perspective Norm,DERS_Lack of Emotional Clarity,-0.4721323641288084,1.554723623185363e-06,True
CERQ_Putting into Perspective Norm,CERQ_Self-Blame Norm,-0.13566884612458213,0.19230312606097172,False
CERQ_Putting into Perspective Norm,CERQ_Acceptance Norm,0.2935409647993238,0.004085942079465514,False
CERQ_Putting into Perspective Norm,CERQ_Rumination Norm,-0.20610152876354623,0.046267608229109566,False
CERQ_Putting into Perspective Norm,CERQ_Positive Refocusing Norm,0.5464551644552196,1.216469688541147e-08,True
CERQ_Putting into Perspective Norm,CERQ_Refocusing on Planning Norm,0.36691260899065026,0.0002753197097371833,False
CERQ_Putting into Perspective Norm,CERQ_Positive Reappraisal Norm,0.5138206518703817,1.1804822991694976e-07,True
CERQ_Putting into Perspective Norm,CERQ_Putting into Perspective Norm,1.0,0.0,True
CERQ_Putting into Perspective Norm,CERQ_Catastrophizing Norm,-0.4793474747805751,1.0193569212991977e-06,True
CERQ_Putting into Perspective Norm,CERQ_Other-Blame Norm,-0.17796746026886978,0.08614371626050372,False
CERQ_Putting into Perspective Norm,CERQ_Self-Blame,-0.13566884612458202,0.19230312606097225,False
CERQ_Putting into Perspective Norm,CERQ_Acceptance,0.2935397521034311,0.004086102565058595,False
CERQ_Putting into Perspective Norm,CERQ_Rumination,-0.20610468522042727,0.04626419207114039,False
CERQ_Putting into Perspective Norm,CERQ_Positive Refocusing,0.5464534858905737,1.2166195561055624e-08,True
CERQ_Putting into Perspective Norm,CERQ_Refocusing on Planning,0.36691206860556724,0.0002753258694475306,False
CERQ_Putting into Perspective Norm,CERQ_Positive Reappraisal,0.5138206518703812,1.1804822991694923e-07,True
CERQ_Putting into Perspective Norm,CERQ_Putting into Perspective,0.9999999997332311,0.0,True
CERQ_Putting into Perspective Norm,CERQ_Catastrophizing,-0.4793446722445894,1.0195259875637475e-06,True
CERQ_Putting into Perspective Norm,CERQ_Other-Blame,-0.17796767938270835,0.08614332332026302,False
CERQ_Catastrophizing Norm,Age,-0.05557266039089441,0.5947265106790303,False
CERQ_Catastrophizing Norm,Sex_f1_m2,0.0007559313931969409,0.9942305753012506,False
CERQ_Catastrophizing Norm,Group_MDD1_HC2,-0.5145198230033904,1.1271589425056084e-07,True
CERQ_Catastrophizing Norm,Factor1,-0.10141898925106774,0.33072830578930945,False
CERQ_Catastrophizing Norm,Factor2,-0.21404625225049864,0.038306234457981536,False
CERQ_Catastrophizing Norm,Factor3,0.24595400414441393,0.01686964864767451,False
CERQ_Catastrophizing Norm,Factor4,0.0628465862807327,0.5473319706341977,False
CERQ_Catastrophizing Norm,Factor5,0.29761538683034433,0.003577456146762907,False
CERQ_Catastrophizing Norm,BVAQ_New,0.2621964195432279,0.01068284291081329,False
CERQ_Catastrophizing Norm,BDI-II Sum score,0.5486416209629625,1.0355277335679228e-08,True
CERQ_Catastrophizing Norm,STAI2,0.6022475570833947,1.3522830731425705e-10,True
CERQ_Catastrophizing Norm,STAI1,0.5070885991414049,1.8325909440796792e-07,True
CERQ_Catastrophizing Norm,WMS Correct Norm,-0.03457921823125247,0.7407417770664446,False
CERQ_Catastrophizing Norm,WMS Correct,-0.048604331580997105,0.64178360845124,False
CERQ_Catastrophizing Norm,DigitSpan_Forwards_Span,-0.09266218126360921,0.37438699518440505,False
CERQ_Catastrophizing Norm,DigitSpan_ForwardsTotal Score,-0.12884285657572123,0.21585336175785858,False
CERQ_Catastrophizing Norm,DigitSpan_Backwards_Span,-0.11530504264763002,0.2684401014331209,False
CERQ_Catastrophizing Norm,DigitSpan_Backwards_Total Score,-0.16911422001597035,0.103218933546131,False
CERQ_Catastrophizing Norm,DERS_Total Score,0.6309148181504695,9.37187770438238e-12,True
CERQ_Catastrophizing Norm,DERS_Total Score Norm,0.6296325677289359,1.0622767858928417e-11,True
CERQ_Catastrophizing Norm,DERS_Non-Acceptance of Emotional Reactions Norm,0.5176634363274905,9.144685314645687e-08,True
CERQ_Catastrophizing Norm,DERS_Problems with Goal-Oriented Behavior Norm,0.490534323670259,5.196031573756946e-07,True
CERQ_Catastrophizing Norm,DERS_Impulse Control Problems Norm,0.5089009408120984,1.6294781286870123e-07,True
CERQ_Catastrophizing Norm,DERS_Lack of Emotional Awareness Norm,0.33209543830257593,0.0010753453919971634,False
CERQ_Catastrophizing Norm,DERS_Limited Access to Emotion Regulation Strategies Norm,0.6454009552526869,2.183800758639174e-12,True
CERQ_Catastrophizing Norm,DERS_Lack of Emotional Clarity Norm,0.3725863372155783,0.00021720933110234766,False
CERQ_Catastrophizing Norm,DERS_Non-Acceptance of Emotional Reactions,0.519200976449052,8.24927275806802e-08,True
CERQ_Catastrophizing Norm,DERS_Problems with Goal-Oriented Behavior,0.49077423009968685,5.120133491635128e-07,True
CERQ_Catastrophizing Norm,DERS_Impulse Control Problems,0.5114773125646285,1.3772523761098772e-07,True
CERQ_Catastrophizing Norm,DERS_Lack of Emotional Awareness,0.33292873840024717,0.0010427149292155016,False
CERQ_Catastrophizing Norm,DERS_Limited Access to Emotion Regulation Strategies,0.6450254164588357,2.2700722510122044e-12,True
CERQ_Catastrophizing Norm,DERS_Lack of Emotional Clarity,0.37235969390705526,0.00021929443615837925,False
CERQ_Catastrophizing Norm,CERQ_Self-Blame Norm,0.3743727086211538,0.0002014044451411044,False
CERQ_Catastrophizing Norm,CERQ_Acceptance Norm,-0.08766825891111134,0.4007838863450283,False
CERQ_Catastrophizing Norm,CERQ_Rumination Norm,0.33848697166632885,0.0008471259776123477,False
CERQ_Catastrophizing Norm,CERQ_Positive Refocusing Norm,-0.29860966494394964,0.0034623051771812785,False
CERQ_Catastrophizing Norm,CERQ_Refocusing on Planning Norm,-0.3522780718780543,0.0004975160853425763,False
CERQ_Catastrophizing Norm,CERQ_Positive Reappraisal Norm,-0.5084961797344689,1.6728927847367225e-07,True
CERQ_Catastrophizing Norm,CERQ_Putting into Perspective Norm,-0.4793474747805751,1.0193569212991977e-06,True
CERQ_Catastrophizing Norm,CERQ_Catastrophizing Norm,1.0,0.0,True
CERQ_Catastrophizing Norm,CERQ_Other-Blame Norm,0.478146024075986,1.0943208995249283e-06,True
CERQ_Catastrophizing Norm,CERQ_Self-Blame,0.37437270862115324,0.0002014044451411044,False
CERQ_Catastrophizing Norm,CERQ_Acceptance,-0.08766831687577362,0.40078357371345086,False
CERQ_Catastrophizing Norm,CERQ_Rumination,0.33848903029104443,0.000847060199650555,False
CERQ_Catastrophizing Norm,CERQ_Positive Refocusing,-0.2986074143175111,0.0034625620392902475,False
CERQ_Catastrophizing Norm,CERQ_Refocusing on Planning,-0.3522752721703702,0.0004975710705417756,False
CERQ_Catastrophizing Norm,CERQ_Positive Reappraisal,-0.508496179734469,1.6728927847366872e-07,True
CERQ_Catastrophizing Norm,CERQ_Putting into Perspective,-0.4793475278151572,1.0193537221817671e-06,True
CERQ_Catastrophizing Norm,CERQ_Catastrophizing,0.9999999997403015,0.0,True
CERQ_Catastrophizing Norm,CERQ_Other-Blame,0.4781478094099168,1.0942057302028827e-06,True
CERQ_Other-Blame Norm,Age,-0.11936971036255263,0.251815815991904,False
CERQ_Other-Blame Norm,Sex_f1_m2,0.09857707707861521,0.34452752608012793,False
CERQ_Other-Blame Norm,Group_MDD1_HC2,-0.25325329356857523,0.01378491522251245,False
CERQ_Other-Blame Norm,Factor1,-0.1020193201073544,0.3278589709318494,False
CERQ_Other-Blame Norm,Factor2,-0.05992421841554758,0.5661510370044484,False
CERQ_Other-Blame Norm,Factor3,0.016147504227456873,0.8772382137975595,False
CERQ_Other-Blame Norm,Factor4,0.1275831542378148,0.22041362554235927,False
CERQ_Other-Blame Norm,Factor5,0.1657769683074673,0.11030310151945587,False
CERQ_Other-Blame Norm,BVAQ_New,0.17010313183994277,0.10118953968934345,False
CERQ_Other-Blame Norm,BDI-II Sum score,0.30861635705951884,0.0024752573536528668,False
CERQ_Other-Blame Norm,STAI2,0.27424126805895216,0.0074778347135278644,False
CERQ_Other-Blame Norm,STAI1,0.2908923295373571,0.004450168570819114,False
CERQ_Other-Blame Norm,WMS Correct Norm,0.04974279060079394,0.633991481581942,False
CERQ_Other-Blame Norm,WMS Correct,0.018945917750513776,0.8561744833519094,False
CERQ_Other-Blame Norm,DigitSpan_Forwards_Span,0.08812329414935624,0.39833410198154584,False
CERQ_Other-Blame Norm,DigitSpan_ForwardsTotal Score,0.06394335437861243,0.5403485801119772,False
CERQ_Other-Blame Norm,DigitSpan_Backwards_Span,0.03130319377904222,0.7645521837320791,False
CERQ_Other-Blame Norm,DigitSpan_Backwards_Total Score,0.005117074743466763,0.9609604269020613,False
CERQ_Other-Blame Norm,DERS_Total Score,0.3787302334596393,0.0001672010608773118,False
CERQ_Other-Blame Norm,DERS_Total Score Norm,0.3752655811224143,0.00019390948412709592,False
CERQ_Other-Blame Norm,DERS_Non-Acceptance of Emotional Reactions Norm,0.3512437456919635,0.0005182133805280549,False
CERQ_Other-Blame Norm,DERS_Problems with Goal-Oriented Behavior Norm,0.2839430209577411,0.005547004910357112,False
CERQ_Other-Blame Norm,DERS_Impulse Control Problems Norm,0.2666585256780623,0.009377382916926556,False
CERQ_Other-Blame Norm,DERS_Lack of Emotional Awareness Norm,0.06321326514842188,0.5449923573380748,False
CERQ_Other-Blame Norm,DERS_Limited Access to Emotion Regulation Strategies Norm,0.41055348071152875,3.957684508448547e-05,False
CERQ_Other-Blame Norm,DERS_Lack of Emotional Clarity Norm,0.298024434063392,0.0035296743997979595,False
CERQ_Other-Blame Norm,DERS_Non-Acceptance of Emotional Reactions,0.35156230192551924,0.0005117563420316551,False
CERQ_Other-Blame Norm,DERS_Problems with Goal-Oriented Behavior,0.28433544095414576,0.00547920372812155,False
CERQ_Other-Blame Norm,DERS_Impulse Control Problems,0.2760506821120661,0.007078167721404512,False
CERQ_Other-Blame Norm,DERS_Lack of Emotional Awareness,0.08234212762776086,0.4301143587903654,False
CERQ_Other-Blame Norm,DERS_Limited Access to Emotion Regulation Strategies,0.41116897269032954,3.8432717457805847e-05,False
CERQ_Other-Blame Norm,DERS_Lack of Emotional Clarity,0.29864783820238605,0.003457951092508455,False
CERQ_Other-Blame Norm,CERQ_Self-Blame Norm,-0.1578889752146411,0.1285464545710431,False
CERQ_Other-Blame Norm,CERQ_Acceptance Norm,-0.002292059308842756,0.9825077579296199,False
CERQ_Other-Blame Norm,CERQ_Rumination Norm,0.31732761186489283,0.001830715102878389,False
CERQ_Other-Blame Norm,CERQ_Positive Refocusing Norm,-0.040475824648886646,0.6985076158042166,False
CERQ_Other-Blame Norm,CERQ_Refocusing on Planning Norm,-0.01354818260907403,0.8968805946166035,False
CERQ_Other-Blame Norm,CERQ_Positive Reappraisal Norm,-0.280723148623348,0.00613204249783878,False
CERQ_Other-Blame Norm,CERQ_Putting into Perspective Norm,-0.17796746026886978,0.08614371626050372,False
CERQ_Other-Blame Norm,CERQ_Catastrophizing Norm,0.478146024075986,1.0943208995249283e-06,True
CERQ_Other-Blame Norm,CERQ_Other-Blame Norm,1.0,0.0,True
CERQ_Other-Blame Norm,CERQ_Self-Blame,-0.157888975214641,0.1285464545710431,False
CERQ_Other-Blame Norm,CERQ_Acceptance,-0.0022921189500293934,0.9825073028394539,False
CERQ_Other-Blame Norm,CERQ_Rumination,0.31732984910540407,0.001830571180922052,False
CERQ_Other-Blame Norm,CERQ_Positive Refocusing,-0.040474472572224175,0.6985172012523567,False
CERQ_Other-Blame Norm,CERQ_Refocusing on Planning,-0.01354346397695363,0.8969163123312122,False
CERQ_Other-Blame Norm,CERQ_Positive Reappraisal,-0.28072314862334785,0.00613204249783878,False
CERQ_Other-Blame Norm,CERQ_Putting into Perspective,-0.1779666207555046,0.08614522178600696,False
CERQ_Other-Blame Norm,CERQ_Catastrophizing,0.47814575144263183,1.0943384877197836e-06,True
CERQ_Other-Blame Norm,CERQ_Other-Blame,0.9999999998684977,0.0,True
CERQ_Self-Blame,Age,-0.1434088728553471,0.16791442221031797,False
CERQ_Self-Blame,Sex_f1_m2,0.05864854968021968,0.5744605740636506,False
CERQ_Self-Blame,Group_MDD1_HC2,-0.4072664860836195,4.624436209114556e-05,False
CERQ_Self-Blame,Factor1,-0.14036818046187616,0.17720777805350796,False
CERQ_Self-Blame,Factor2,-0.3282240984766068,0.0012394645449241347,False
CERQ_Self-Blame,Factor3,0.12742580588372143,0.22098798364965194,False
CERQ_Self-Blame,Factor4,-0.05935607911439387,0.5698448089690172,False
CERQ_Self-Blame,Factor5,0.4411365198391076,8.578077791434481e-06,True
CERQ_Self-Blame,BVAQ_New,0.20056557408933298,0.052588913553927176,False
CERQ_Self-Blame,BDI-II Sum score,0.5114349562567958,1.3810809065603704e-07,True
CERQ_Self-Blame,STAI2,0.5071845967160596,1.821254467422539e-07,True
CERQ_Self-Blame,STAI1,0.32313795908578374,0.0014896060711027334,False
CERQ_Self-Blame,WMS Correct Norm,-0.038208667596734316,0.7146458307599968,False
CERQ_Self-Blame,WMS Correct,0.011254319959941972,0.9142668877489998,False
CERQ_Self-Blame,DigitSpan_Forwards_Span,-0.04339159477001944,0.6779487286031347,False
CERQ_Self-Blame,DigitSpan_ForwardsTotal Score,-0.12158141091097543,0.24307310603903007,False
CERQ_Self-Blame,DigitSpan_Backwards_Span,-0.12685193617005444,0.2230916823423931,False
CERQ_Self-Blame,DigitSpan_Backwards_Total Score,-0.19339924693975946,0.061809312241681874,False
CERQ_Self-Blame,DERS_Total Score,0.4558055760439707,3.9029158599236305e-06,True
CERQ_Self-Blame,DERS_Total Score Norm,0.45374078601576057,4.370095768327334e-06,True
CERQ_Self-Blame,DERS_Non-Acceptance of Emotional Reactions Norm,0.42723013269075466,1.7511037990429632e-05,True
CERQ_Self-Blame,DERS_Problems with Goal-Oriented Behavior Norm,0.4010684430843885,6.175243635431072e-05,False
CERQ_Self-Blame,DERS_Impulse Control Problems Norm,0.21711993074287456,0.03555018360261006,False
CERQ_Self-Blame,DERS_Lack of Emotional Awareness Norm,0.2154691562150959,0.03700893190892247,False
CERQ_Self-Blame,DERS_Limited Access to Emotion Regulation Strategies Norm,0.4548064963395008,4.122757180436751e-06,True
CERQ_Self-Blame,DERS_Lack of Emotional Clarity Norm,0.3536090298050904,0.00047199851856529216,False
CERQ_Self-Blame,DERS_Non-Acceptance of Emotional Reactions,0.42525294056238494,1.9332186087606937e-05,True
CERQ_Self-Blame,DERS_Problems with Goal-Oriented Behavior,0.4016898620709427,6.000304356023599e-05,False
CERQ_Self-Blame,DERS_Impulse Control Problems,0.22173735177200643,0.03172383663401222,False
CERQ_Self-Blame,DERS_Lack of Emotional Awareness,0.2271909043769325,0.027657732201995865,False
CERQ_Self-Blame,DERS_Limited Access to Emotion Regulation Strategies,0.4548336315246954,4.116635110912463e-06,True
CERQ_Self-Blame,DERS_Lack of Emotional Clarity,0.3522773957570418,0.000497529363592996,False
CERQ_Self-Blame,CERQ_Self-Blame Norm,1.0000000000000002,0.0,True
CERQ_Self-Blame,CERQ_Acceptance Norm,0.2216970280449434,0.03175568447938516,False
CERQ_Self-Blame,CERQ_Rumination Norm,0.23520230965438477,0.022490925569206174,False
CERQ_Self-Blame,CERQ_Positive Refocusing Norm,-0.26118582948140456,0.01099968277309072,False
CERQ_Self-Blame,CERQ_Refocusing on Planning Norm,-0.2956725487999651,0.0038123973324784934,False
CERQ_Self-Blame,CERQ_Positive Reappraisal Norm,-0.3395094647025989,0.000815022462762247,False
CERQ_Self-Blame,CERQ_Putting into Perspective Norm,-0.13566884612458202,0.19230312606097225,False
CERQ_Self-Blame,CERQ_Catastrophizing Norm,0.37437270862115324,0.0002014044451411044,False
CERQ_Self-Blame,CERQ_Other-Blame Norm,-0.157888975214641,0.1285464545710431,False
CERQ_Self-Blame,CERQ_Self-Blame,1.0,0.0,True
CERQ_Self-Blame,CERQ_Acceptance,0.2216947137178653,0.03175751316231824,False
CERQ_Self-Blame,CERQ_Rumination,0.23520409842231996,0.022489871160524543,False
CERQ_Self-Blame,CERQ_Positive Refocusing,-0.2611855026953193,0.010999786540901568,False
CERQ_Self-Blame,CERQ_Refocusing on Planning,-0.2956741438553469,0.0038121989223682865,False
CERQ_Self-Blame,CERQ_Positive Reappraisal,-0.33950946470259874,0.0008150224627622407,False
CERQ_Self-Blame,CERQ_Putting into Perspective,-0.13566742375210672,0.19230783155902878,False
CERQ_Self-Blame,CERQ_Catastrophizing,0.37437119310053457,0.00020141739121135437,False
CERQ_Self-Blame,CERQ_Other-Blame,-0.15788674833391342,0.12855191202514088,False
CERQ_Acceptance,Age,-0.11302276535797927,0.27809247738172227,False
CERQ_Acceptance,Sex_f1_m2,0.019957160520934332,0.8485867538667065,False
CERQ_Acceptance,Group_MDD1_HC2,0.09049591988480679,0.38570494418087775,False
CERQ_Acceptance,Factor1,-0.06419697807289111,0.5387399591777936,False
CERQ_Acceptance,Factor2,-0.019015793634250298,0.8556497496191263,False
CERQ_Acceptance,Factor3,-0.075707634124555,0.46830882324873563,False
CERQ_Acceptance,Factor4,-0.10592686896230223,0.3095722181786517,False
CERQ_Acceptance,Factor5,0.10850325375663067,0.29788496026974176,False
CERQ_Acceptance,BVAQ_New,-0.03732696080225986,0.7209565721324493,False
CERQ_Acceptance,BDI-II Sum score,0.024374589605720167,0.815611469494603,False
CERQ_Acceptance,STAI2,-0.08529711868557105,0.4136927986480425,False
CERQ_Acceptance,STAI1,-0.1448290143224807,0.16369944784686624,False
CERQ_Acceptance,WMS Correct Norm,0.02255213981613283,0.829180292377026,False
CERQ_Acceptance,WMS Correct,0.028014798234184447,0.7886747070986003,False
CERQ_Acceptance,DigitSpan_Forwards_Span,0.12402989375138997,0.23364177417819265,False
CERQ_Acceptance,DigitSpan_ForwardsTotal Score,0.11181519627850033,0.2832924851701939,False
CERQ_Acceptance,DigitSpan_Backwards_Span,0.12211195296642832,0.2410075010870942,False
CERQ_Acceptance,DigitSpan_Backwards_Total Score,0.12255653990014051,0.2392859409606526,False
CERQ_Acceptance,DERS_Total Score,-0.06573132342329735,0.5290589454221024,False
CERQ_Acceptance,DERS_Total Score Norm,-0.07254881159553417,0.4871229689662132,False
CERQ_Acceptance,DERS_Non-Acceptance of Emotional Reactions Norm,0.05783076922892049,0.579817173875889,False
CERQ_Acceptance,DERS_Problems with Goal-Oriented Behavior Norm,-0.09682978358935275,0.3531884393852645,False
CERQ_Acceptance,DERS_Impulse Control Problems Norm,-0.11321541000462725,0.2772688647157544,False
CERQ_Acceptance,DERS_Lack of Emotional Awareness Norm,-0.19350892668244815,0.061658877960729844,False
CERQ_Acceptance,DERS_Limited Access to Emotion Regulation Strategies Norm,-0.01468119788286327,0.8883103409152259,False
CERQ_Acceptance,DERS_Lack of Emotional Clarity Norm,-0.0036917970248141457,0.9718289596713336,False
CERQ_Acceptance,DERS_Non-Acceptance of Emotional Reactions,0.06488402867953073,0.5343942054525178,False
CERQ_Acceptance,DERS_Problems with Goal-Oriented Behavior,-0.09822619381634773,0.3462559861437359,False
CERQ_Acceptance,DERS_Impulse Control Problems,-0.1115790118849806,0.2843170628967196,False
CERQ_Acceptance,DERS_Lack of Emotional Awareness,-0.19023725340301056,0.06627628106555927,False
CERQ_Acceptance,DERS_Limited Access to Emotion Regulation Strategies,-0.015184688100233804,0.8845059424993066,False
CERQ_Acceptance,DERS_Lack of Emotional Clarity,-0.0009770656912120724,0.9925428754803991,False
CERQ_Acceptance,CERQ_Self-Blame Norm,0.22169471371786528,0.03175751316231824,False
CERQ_Acceptance,CERQ_Acceptance Norm,0.9999999995905381,0.0,True
CERQ_Acceptance,CERQ_Rumination Norm,0.140312476328894,0.17738147330361043,False
CERQ_Acceptance,CERQ_Positive Refocusing Norm,0.16347010137065004,0.1154168602231835,False
CERQ_Acceptance,CERQ_Refocusing on Planning Norm,-0.010276401845713217,0.9216917729303873,False
CERQ_Acceptance,CERQ_Positive Reappraisal Norm,0.13164863091032408,0.20593732142408003,False
CERQ_Acceptance,CERQ_Putting into Perspective Norm,0.2935397521034311,0.004086102565058595,False
CERQ_Acceptance,CERQ_Catastrophizing Norm,-0.08766831687577362,0.40078357371345086,False
CERQ_Acceptance,CERQ_Other-Blame Norm,-0.0022921189500293934,0.9825073028394539,False
CERQ_Acceptance,CERQ_Self-Blame,0.2216947137178653,0.03175751316231824,False
CERQ_Acceptance,CERQ_Acceptance,1.0,0.0,True
CERQ_Acceptance,CERQ_Rumination,0.140311339775319,0.1773850185746636,False
CERQ_Acceptance,CERQ_Positive Refocusing,0.16347000607745213,0.11541707518798154,False
CERQ_Acceptance,CERQ_Refocusing on Planning,-0.010276862989194002,0.9216882700454828,False
CERQ_Acceptance,CERQ_Positive Reappraisal,0.1316486309103241,0.20593732142408003,False
CERQ_Acceptance,CERQ_Putting into Perspective,0.2935394459819121,0.004086143077418198,False
CERQ_Acceptance,CERQ_Catastrophizing,-0.08766735979854327,0.4007887357142523,False
CERQ_Acceptance,CERQ_Other-Blame,-0.0022922670340106152,0.9825061728893949,False
CERQ_Rumination,Age,0.024506792985963068,0.8146292268521925,False
CERQ_Rumination,Sex_f1_m2,-0.038003200083078836,0.716114751340776,False
CERQ_Rumination,Group_MDD1_HC2,-0.3913558717814432,9.606054813032712e-05,False
CERQ_Rumination,Factor1,-0.10724695204777354,0.3035472058214713,False
CERQ_Rumination,Factor2,-0.18162480483636625,0.07978076589574928,False
CERQ_Rumination,Factor3,0.04736876799714082,0.6502844642653042,False
CERQ_Rumination,Factor4,0.14151194454102925,0.17366882068580633,False
CERQ_Rumination,Factor5,0.28450864832232214,0.005449512221349301,False
CERQ_Rumination,BVAQ_New,-0.09249854852164266,0.3752347971555872,False
CERQ_Rumination,BDI-II Sum score,0.3722277067464939,0.00022051720969597309,False
CERQ_Rumination,STAI2,0.5077791979121196,1.7525086663182022e-07,True
CERQ_Rumination,STAI1,0.3281928521374753,0.0012408770419865217,False
CERQ_Rumination,WMS Correct Norm,0.09884685295248732,0.3432022919034751,False
CERQ_Rumination,WMS Correct,0.08678442055232853,0.4055675890760306,False
CERQ_Rumination,DigitSpan_Forwards_Span,-0.08589458397502003,0.41041748685433393,False
CERQ_Rumination,DigitSpan_ForwardsTotal Score,-0.10965032905774648,0.29277601854345714,False
CERQ_Rumination,DigitSpan_Backwards_Span,-0.01302551916362105,0.9008381323207337,False
CERQ_Rumination,DigitSpan_Backwards_Total Score,-0.03582224791725222,0.7317695095901952,False
CERQ_Rumination,DERS_Total Score,0.46254045250673137,2.6852749015818454e-06,True
CERQ_Rumination,DERS_Total Score Norm,0.4608371223416057,2.953849659695977e-06,True
CERQ_Rumination,DERS_Non-Acceptance of Emotional Reactions Norm,0.45221784496492407,4.747914312066463e-06,True
CERQ_Rumination,DERS_Problems with Goal-Oriented Behavior Norm,0.45501447290981323,4.076053101586412e-06,True
CERQ_Rumination,DERS_Impulse Control Problems Norm,0.47372224933598345,1.4177991400906034e-06,True
CERQ_Rumination,DERS_Lack of Emotional Awareness Norm,-0.11722668937658154,0.26049048795665514,False
CERQ_Rumination,DERS_Limited Access to Emotion Regulation Strategies Norm,0.5165100870064113,9.876305300718694e-08,True
CERQ_Rumination,DERS_Lack of Emotional Clarity Norm,0.27846165685915375,0.006574992203091309,False
CERQ_Rumination,DERS_Non-Acceptance of Emotional Reactions,0.4549496484769938,4.090556587158291e-06,True
CERQ_Rumination,DERS_Problems with Goal-Oriented Behavior,0.45409835486079025,4.2855904538524956e-06,True
CERQ_Rumination,DERS_Impulse Control Problems,0.47488703012382455,1.3248104886550095e-06,True
CERQ_Rumination,DERS_Lack of Emotional Awareness,-0.12478710479449266,0.23077742659358816,False
